muyang,warren,warren,across,99.84418058255828,1.038,21,20,69.2813,65.9844
ea,oeuvre,oeuvre,accuse,99.96696084108244,2.768,21,20,69.2813,65.9844
muyang,swears,swears,nausea,200.2346697018339,1.668,21,20,69.2813,65.9844
ea,nuance,nuance,warner,200.34608504036837,1.655,21,20,69.2813,65.9844
muyang,verses,amazes,verses,299.9556267183573,2.026,21,20,69.2813,65.9844
muyang,movers,answer,movers,400.2212654619973,1.219,21,20,69.2813,65.9844
muyang,answer,oscars,answer,500.12421829661736,1.013,21,20,69.2813,65.9844
muyang,excess,excess,unseen,600.1263657475836,1.998,21,20,69.2813,65.9844
muyang,serves,serves,warmer,99.84332085183507,1.04,22,20,72.5781,65.9844
muyang,manson,manson,romero,200.00724725999925,1.044,22,20,72.5781,65.9844
ea,season,warren,season,299.94386728153404,12.464,21,20,69.2813,65.9844
muyang,acumen,acumen,marcos,299.755707242285,1.25,22,20,72.5781,65.9844
muyang,marrow,marrow,secure,399.9111219757741,1.154,22,20,72.5781,65.9844
muyang,racers,racers,warren,500.0485400765835,1.21,22,20,72.5781,65.9844
muyang,aurora,aurora,wearer,600.2278412324129,1.152,22,20,72.5781,65.9844
muyang,racers,racers,narrow,100.03439412167198,0.835,23,20,75.875,65.9844
muyang,summon,summon,verses,199.95311040764034,0.809,23,20,75.875,65.9844
muyang,masses,masses,menace,300.01112061336994,1.093,23,20,75.875,65.9844
muyang,scenes,scenes,errors,399.98300748868076,0.835,23,20,75.875,65.9844
muyang,scarce,scarce,owners,499.9723302972776,1.01,23,20,75.875,65.9844
muyang,crowns,crowns,arenas,600.0403599633028,1.285,23,20,75.875,65.9844
muyang,crowns,crowns,warsaw,100.07399344165293,0.847,22,21,72.5781,69.2813
muyang,concur,concur,unseen,200.27991047171957,0.858,22,21,72.5781,69.2813
muyang,scores,scores,suarez,299.7659513476473,1.024,22,21,72.5781,69.2813
muyang,creams,museum,creams,399.51934545821445,1.623,22,21,72.5781,69.2813
muyang,marcos,marcos,sesame,499.8785003419932,1.041,22,21,72.5781,69.2813
muyang,masses,masses,common,599.5407333105567,1.133,22,21,72.5781,69.2813
muyang,narrow,narrow,moscow,100.09753398022606,0.81,23,21,75.875,69.2813
muyang,eraser,eraser,vacuum,199.80524018634372,0.898,23,21,75.875,69.2813
muyang,eraser,eraser,cancer,299.7824656345373,0.934,23,21,75.875,69.2813
muyang,weaves,weaves,nearer,400.06485485696254,0.991,23,21,75.875,69.2813
muyang,warmer,warmer,eraser,499.7526174519975,0.939,23,21,75.875,69.2813
muyang,sununu,sununu,manson,599.7199540029685,1.074,23,21,75.875,69.2813
ea,across,across,maroon,399.67261576220426,51.406,21,20,69.2813,65.9844
muyang,venues,venues,census,100.02657138425774,0.733,24,21,79.1719,69.2813
muyang,nasser,nasser,monaco,199.9742761109288,1.033,24,21,79.1719,69.2813
ea,resume,resume,excess,499.67451629916303,1.331,21,20,69.2813,65.9844
muyang,mcewen,mcewen,sooner,299.9935923823874,1.017,24,21,79.1719,69.2813
ea,weaves,sesame,weaves,599.6641866229819,1.713,21,20,69.2813,65.9844
muyang,manure,manure,worsen,400.0080850089032,2.058,24,21,79.1719,69.2813
ea,warsaw,warsaw,reeves,99.91748960378509,1.238,22,20,72.5781,65.9844
muyang,rumors,rumors,assess,500.02511776318806,1.057,24,21,79.1719,69.2813
ea,mousse,mousse,nuance,199.9302673106863,1.542,22,20,72.5781,65.9844
muyang,vacuum,vacuum,senses,599.9898204170551,0.971,24,21,79.1719,69.2813
muyang,reruns,reruns,excess,100.29563754023656,0.757,23,22,75.875,72.5781
ea,canvas,canvas,excess,299.7906175988877,1.324,22,20,72.5781,65.9844
muyang,nurses,nerves,nurses,200.29344966174628,0.861,23,22,75.875,72.5781
muyang,carmen,carmen,cocoon,299.8084393378587,1.007,23,22,75.875,72.5781
muyang,census,census,sorrow,399.8743842888695,1.574,23,22,75.875,72.5781
